QuestionID,Section,Topic,Difficulty,Grade,AvgScore,Blueprint,Technical,Quality,Distractor,Explanation,Realism,DifficultyScore,Repetition,Priority,Issues
P1-FC-066,F,"F.066 data lake vs data warehouse",Moderate,A,4.6,5,5,5,4,5,3,5,5,Low,"Answer length variance high (ratio 6x) — may give clues; No business context in stem (may lack realism); No time/year reference in stem"
P1-FC-067,F,"F.067 data lake vs data warehouse",Moderate,B,4.3,5,5,5,4,2,3,5,5,Medium,"Answer length variance high (ratio 6x) — may give clues; Generic distractor explanation (no specific rationale); No business context in stem (may lack realism); No time/year reference in stem"
P1-FC-068,F,"F.068 data lake vs data warehouse",Moderate,B,4.3,5,5,5,4,2,3,5,5,Medium,"Answer length variance high (ratio 6x) — may give clues; Generic distractor explanation (no specific rationale); No business context in stem (may lack realism); No time/year reference in stem"
P1-FC-069,F,"F.069 data lake vs data warehouse",Easy,B,4.3,5,5,5,4,2,3,5,5,Medium,"Answer length variance high (ratio 6x) — may give clues; ExplanationWrongA is generic: ""This is the correct choice""; Generic distractor explanation (no specific rationale); All 3 wrong-answer explanations are identical text; No business context in stem (may lack realism)"
P1-FC-070,F,"F.070 data lake vs data warehouse",Moderate,A,4.6,5,5,5,4,5,3,5,5,Low,"Answer length variance high (ratio 6x) — may give clues; No business context in stem (may lack realism); No time/year reference in stem"
P1-FC-071,F,"F.071 technology enabled continuous auditing",Moderate,B,4.4,5,5,5,5,2,3,5,5,Medium,"Generic distractor explanation (no specific rationale); No business context in stem (may lack realism)"
P1-FC-072,F,"F.072 technology enabled continuous auditing",Moderate,B,4.4,5,5,5,5,2,3,5,5,Medium,"Generic distractor explanation (no specific rationale); No business context in stem (may lack realism)"
P1-FC-073,F,"F.073 technology enabled continuous auditing",Moderate,B,4.4,5,5,5,5,2,3,5,5,Medium,"ExplanationWrongA is generic: ""This is the correct choice""; Generic distractor explanation (no specific rationale); All 3 wrong-answer explanations are identical text; No business context in stem (may lack realism)"
P1-FC-074,F,"F.074 technology enabled continuous auditing",Difficult,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism)"
P1-FC-075,F,"F.075 technology enabled continuous auditing",Moderate,B,4.4,5,5,5,5,2,3,5,5,Medium,"Generic distractor explanation (no specific rationale); No business context in stem (may lack realism)"
P1-AD-001,A,"A.001 accounts receivable factoring",Moderate,B,4.3,5,5,4,5,2,3,5,5,Medium,"Uses absolute language: ""all""; ExplanationWrongA is generic: ""This is the correct choice""; Generic distractor explanation (no specific rationale); All 3 wrong-answer explanations are identical text; No business context in stem (may lack realism)"
P1-AD-002,A,"A.002 accounts receivable factoring",Easy,A,4.6,5,5,4,5,5,3,5,5,Low,"Uses absolute language: ""all""; No business context in stem (may lack realism); No time/year reference in stem"
P1-AD-003,A,"A.003 accounts receivable factoring",Moderate,B,4.3,5,5,4,5,2,3,5,5,Medium,"Uses absolute language: ""all""; Generic distractor explanation (no specific rationale); No business context in stem (may lack realism); No time/year reference in stem"
P1-AD-004,A,"A.004 accounts receivable factoring",Moderate,B,4.3,5,5,4,5,2,3,5,5,Medium,"Uses absolute language: ""all""; Generic distractor explanation (no specific rationale); No business context in stem (may lack realism); No time/year reference in stem"
P1-AD-005,A,"A.005 accounts receivable factoring",Difficult,B,4.3,5,5,4,5,2,3,5,5,Medium,"Uses absolute language: ""all""; ExplanationWrongA is generic: ""This is the correct choice""; Generic distractor explanation (no specific rationale); All 3 wrong-answer explanations are identical text; No business context in stem (may lack realism)"
P1-AD-006,A,"A.006 capitalized interest construction",Moderate,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1-AD-007,A,"A.007 capitalized interest construction",Easy,B,4.4,5,5,5,5,2,3,5,5,Medium,"Generic distractor explanation (no specific rationale); No business context in stem (may lack realism); No time/year reference in stem"
P1-AD-008,A,"A.008 capitalized interest construction",Difficult,B,4.4,5,5,5,5,2,3,5,5,Medium,"Generic distractor explanation (no specific rationale); No business context in stem (may lack realism); No time/year reference in stem"
P1-AD-009,A,"A.009 capitalized interest construction",Easy,B,4.4,5,5,5,5,2,3,5,5,Medium,"ExplanationWrongA is generic: ""This is the correct choice""; Generic distractor explanation (no specific rationale); All 3 wrong-answer explanations are identical text; No business context in stem (may lack realism); No time/year reference in stem"
P1-AD-010,A,"A.010 capitalized interest construction",Easy,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1-AD-011,A,"A.011 statement of cash flows financing activities",Moderate,B,4.4,5,5,5,5,2,3,5,5,Medium,"Generic distractor explanation (no specific rationale); No business context in stem (may lack realism)"
P1-AD-012,A,"A.012 statement of cash flows financing activities",Difficult,B,4.4,5,5,5,5,2,3,5,5,Medium,"Generic distractor explanation (no specific rationale); No business context in stem (may lack realism)"
P1-AD-013,A,"A.013 statement of cash flows financing activities",Difficult,B,4.4,5,5,5,5,2,3,5,5,Medium,"ExplanationWrongA is generic: ""This is the correct choice""; Generic distractor explanation (no specific rationale); All 3 wrong-answer explanations are identical text; No business context in stem (may lack realism)"
P1-AD-014,A,"A.014 statement of cash flows financing activities",Easy,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism)"
P1-AD-015,A,"A.015 statement of cash flows financing activities",Moderate,B,4.4,5,5,5,5,2,3,5,5,Medium,"Generic distractor explanation (no specific rationale); No business context in stem (may lack realism)"
P1-AD-016,A,"A.016 revenue variable consideration",Difficult,B,4.4,5,5,5,5,2,3,5,5,Medium,"Generic distractor explanation (no specific rationale); No business context in stem (may lack realism); No time/year reference in stem"
P1-AD-017,A,"A.017 revenue variable consideration",Easy,B,4.4,5,5,5,5,2,3,5,5,Medium,"ExplanationWrongA is generic: ""This is the correct choice""; Generic distractor explanation (no specific rationale); All 3 wrong-answer explanations are identical text; No business context in stem (may lack realism); No time/year reference in stem"
P1-AD-018,A,"A.018 revenue variable consideration",Difficult,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1-AD-019,A,"A.019 revenue variable consideration",Moderate,B,4.4,5,5,5,5,2,3,5,5,Medium,"Generic distractor explanation (no specific rationale); No business context in stem (may lack realism); No time/year reference in stem"
P1-AD-020,A,"A.020 revenue variable consideration",Difficult,B,4.4,5,5,5,5,2,3,5,5,Medium,"Generic distractor explanation (no specific rationale); No business context in stem (may lack realism); No time/year reference in stem"
P1-AD-021,A,"A.021 other comprehensive income items",Easy,B,4.4,5,5,5,5,2,3,5,5,Medium,"ExplanationWrongA is generic: ""This is the correct choice""; Generic distractor explanation (no specific rationale); All 3 wrong-answer explanations are identical text; No business context in stem (may lack realism)"
P1-AD-022,A,"A.022 other comprehensive income items",Difficult,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism)"
P1-AD-023,A,"A.023 other comprehensive income items",Moderate,B,4.4,5,5,5,5,2,3,5,5,Medium,"Generic distractor explanation (no specific rationale); No business context in stem (may lack realism)"
P1-AD-024,A,"A.024 other comprehensive income items",Moderate,B,4.4,5,5,5,5,2,3,5,5,Medium,"Generic distractor explanation (no specific rationale); No business context in stem (may lack realism)"
P1-AD-025,A,"A.025 other comprehensive income items",Difficult,B,4.4,5,5,5,5,2,3,5,5,Medium,"ExplanationWrongA is generic: ""This is the correct choice""; Generic distractor explanation (no specific rationale); All 3 wrong-answer explanations are identical text; No business context in stem (may lack realism)"
P1-AD-026,A,"A.026 asset retirement obligation",Easy,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1-AD-027,A,"A.027 asset retirement obligation",Moderate,A,4.5,5,5,5,5,2,4,5,5,Low,"Generic distractor explanation (no specific rationale); No time/year reference in stem"
P1-AD-028,A,"A.028 asset retirement obligation",Difficult,B,4.4,5,5,5,5,2,3,5,5,Medium,"Generic distractor explanation (no specific rationale); No business context in stem (may lack realism); No time/year reference in stem"
P1-AD-029,A,"A.029 asset retirement obligation",Moderate,B,4.4,5,5,5,5,2,3,5,5,Medium,"ExplanationWrongA is generic: ""This is the correct choice""; Generic distractor explanation (no specific rationale); All 3 wrong-answer explanations are identical text; No business context in stem (may lack realism); No time/year reference in stem"
P1-AD-030,A,"A.030 asset retirement obligation",Difficult,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1-AD-031,A,"A.031 subsequent events recognized",Easy,A,4.6,5,5,5,5,2,5,5,5,Low,"Generic distractor explanation (no specific rationale)"
P1-AD-032,A,"A.032 subsequent events recognized",Moderate,A,4.6,5,5,5,5,2,5,5,5,Low,"Generic distractor explanation (no specific rationale)"
P1-AD-033,A,"A.033 subsequent events recognized",Moderate,A,4.6,5,5,5,5,2,5,5,5,Low,"ExplanationWrongA is generic: ""This is the correct choice""; Generic distractor explanation (no specific rationale); All 3 wrong-answer explanations are identical text"
P1-AD-034,A,"A.034 subsequent events recognized",Difficult,A,5,5,5,5,5,5,5,5,5,Low,""
P1-AD-035,A,"A.035 subsequent events recognized",Moderate,A,4.6,5,5,5,5,2,5,5,5,Low,"Generic distractor explanation (no specific rationale)"
P1-AD-036,A,"A.036 bond issuance costs",Difficult,B,4.4,5,5,5,5,2,3,5,5,Medium,"Generic distractor explanation (no specific rationale); No business context in stem (may lack realism); No time/year reference in stem"
P1-AD-037,A,"A.037 bond issuance costs",Easy,B,4.4,5,5,5,5,2,3,5,5,Medium,"ExplanationWrongA is generic: ""This is the correct choice""; Generic distractor explanation (no specific rationale); All 3 wrong-answer explanations are identical text; No business context in stem (may lack realism); No time/year reference in stem"
P1-AD-038,A,"A.038 bond issuance costs",Moderate,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1-AD-039,A,"A.039 bond issuance costs",Moderate,B,4.4,5,5,5,5,2,3,5,5,Medium,"Generic distractor explanation (no specific rationale); No business context in stem (may lack realism); No time/year reference in stem"
P1-AD-040,A,"A.040 bond issuance costs",Easy,B,4.4,5,5,5,5,2,3,5,5,Medium,"Generic distractor explanation (no specific rationale); No business context in stem (may lack realism); No time/year reference in stem"
P1-AD-041,A,"A.041 comprehensive income statement presentation",Moderate,B,4.4,5,5,5,5,2,3,5,5,Medium,"ExplanationWrongA is generic: ""This is the correct choice""; Generic distractor explanation (no specific rationale); All 3 wrong-answer explanations are identical text; No business context in stem (may lack realism); No time/year reference in stem"
P1-AD-042,A,"A.042 comprehensive income statement presentation",Easy,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1-AD-043,A,"A.043 comprehensive income statement presentation",Easy,B,4.4,5,5,5,5,2,3,5,5,Medium,"Generic distractor explanation (no specific rationale); No business context in stem (may lack realism); No time/year reference in stem"
P1-AD-044,A,"A.044 comprehensive income statement presentation",Easy,B,4.4,5,5,5,5,2,3,5,5,Medium,"Generic distractor explanation (no specific rationale); No business context in stem (may lack realism); No time/year reference in stem"
P1-AD-045,A,"A.045 comprehensive income statement presentation",Easy,B,4.4,5,5,5,5,2,3,5,5,Medium,"ExplanationWrongA is generic: ""This is the correct choice""; Generic distractor explanation (no specific rationale); All 3 wrong-answer explanations are identical text; No business context in stem (may lack realism); No time/year reference in stem"
P1-AD-046,A,"A.046 inventory consignment",Moderate,A,4.9,5,5,5,5,5,4,5,5,Low,"No time/year reference in stem"
P1-AD-047,A,"A.047 inventory consignment",Moderate,A,4.5,5,5,5,5,2,4,5,5,Low,"Generic distractor explanation (no specific rationale); No time/year reference in stem"
P1-AD-048,A,"A.048 inventory consignment",Easy,A,4.5,5,5,5,5,2,4,5,5,Low,"Generic distractor explanation (no specific rationale); No time/year reference in stem"
P1-AD-049,A,"A.049 inventory consignment",Easy,A,4.5,5,5,5,5,2,4,5,5,Low,"ExplanationWrongA is generic: ""This is the correct choice""; Generic distractor explanation (no specific rationale); All 3 wrong-answer explanations are identical text; No time/year reference in stem"
P1-AD-050,A,"A.050 inventory consignment",Moderate,A,4.9,5,5,5,5,5,4,5,5,Low,"No time/year reference in stem"
P1-AD-051,A,"A.051 convertible preferred stock",Moderate,B,4.4,5,5,5,5,2,3,5,5,Medium,"Generic distractor explanation (no specific rationale); No business context in stem (may lack realism); No time/year reference in stem"
P1-AD-052,A,"A.052 convertible preferred stock",Moderate,B,4.4,5,5,5,5,2,3,5,5,Medium,"Generic distractor explanation (no specific rationale); No business context in stem (may lack realism); No time/year reference in stem"
P1-AD-053,A,"A.053 convertible preferred stock",Moderate,B,4.4,5,5,5,5,2,3,5,5,Medium,"ExplanationWrongA is generic: ""This is the correct choice""; Generic distractor explanation (no specific rationale); All 3 wrong-answer explanations are identical text; No business context in stem (may lack realism); No time/year reference in stem"
P1-AD-054,A,"A.054 basic EPS calculation preferred dividends",Moderate,A,5,5,5,5,5,5,5,5,5,Low,""
P1-AD-055,A,"A.055 diluted EPS calculation convertible",Moderate,A,4.8,5,5,3,5,5,5,5,5,Low,"Stem very long (>300 chars) — may be unnecessarily complex"
P1-AD-056,A,"A.056 straight-line depreciation partial year",Moderate,A,5,5,5,5,5,5,5,5,5,Low,""
P1-AD-057,A,"A.057 change in accounting estimate",Moderate,B,4.4,5,5,5,5,2,3,5,5,Medium,"ExplanationWrongA is generic: ""This is the correct choice""; Generic distractor explanation (no specific rationale); All 3 wrong-answer explanations are identical text; No business context in stem (may lack realism); No time/year reference in stem"
P1-AD-058,A,"A.058 change in accounting estimate",Moderate,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1-AD-059,A,"A.059 change in accounting estimate",Moderate,B,4.4,5,5,5,5,2,3,5,5,Medium,"Generic distractor explanation (no specific rationale); No business context in stem (may lack realism); No time/year reference in stem"
P1-AD-060,A,"A.060 change in accounting estimate",Difficult,B,4.4,5,5,5,5,2,3,5,5,Medium,"Generic distractor explanation (no specific rationale); No business context in stem (may lack realism); No time/year reference in stem"
P1-AD-061,A,"A.061 statement of cash flows noncash disclosure",Moderate,B,4.4,5,5,5,5,2,3,5,5,Medium,"ExplanationWrongA is generic: ""This is the correct choice""; Generic distractor explanation (no specific rationale); All 3 wrong-answer explanations are identical text; No business context in stem (may lack realism); No time/year reference in stem"
P1-AD-062,A,"A.062 statement of cash flows noncash disclosure",Moderate,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1-AD-063,A,"A.063 statement of cash flows noncash disclosure",Difficult,B,4.4,5,5,5,5,2,3,5,5,Medium,"Generic distractor explanation (no specific rationale); No business context in stem (may lack realism); No time/year reference in stem"
P1-AD-064,A,"A.064 statement of cash flows noncash disclosure",Moderate,B,4.4,5,5,5,5,2,3,5,5,Medium,"Generic distractor explanation (no specific rationale); No business context in stem (may lack realism); No time/year reference in stem"
P1-AD-065,A,"A.065 statement of cash flows noncash disclosure",Moderate,B,4.4,5,5,5,5,2,3,5,5,Medium,"ExplanationWrongA is generic: ""This is the correct choice""; Generic distractor explanation (no specific rationale); All 3 wrong-answer explanations are identical text; No business context in stem (may lack realism); No time/year reference in stem"
P1-AD-066,A,"A.066 held for trading securities",Moderate,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1-AD-067,A,"A.067 held for trading securities",Easy,B,4.4,5,5,5,5,2,3,5,5,Medium,"Generic distractor explanation (no specific rationale); No business context in stem (may lack realism); No time/year reference in stem"
P1-AD-068,A,"A.068 held for trading securities",Moderate,B,4.4,5,5,5,5,2,3,5,5,Medium,"Generic distractor explanation (no specific rationale); No business context in stem (may lack realism); No time/year reference in stem"
P1-AD-069,A,"A.069 held for trading securities",Moderate,B,4.4,5,5,5,5,2,3,5,5,Medium,"ExplanationWrongA is generic: ""This is the correct choice""; Generic distractor explanation (no specific rationale); All 3 wrong-answer explanations are identical text; No business context in stem (may lack realism); No time/year reference in stem"
P1-AD-070,A,"A.070 held for trading securities",Moderate,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1-AD-071,A,"A.071 statement of retained earnings prior period adjustment",Easy,B,4.4,5,5,5,5,2,3,5,5,Medium,"Generic distractor explanation (no specific rationale); No business context in stem (may lack realism)"
P1-AD-072,A,"A.072 statement of retained earnings prior period adjustment",Difficult,B,4.4,5,5,5,5,2,3,5,5,Medium,"Generic distractor explanation (no specific rationale); No business context in stem (may lack realism)"
P1-AD-073,A,"A.073 statement of retained earnings prior period adjustment",Moderate,B,4.4,5,5,5,5,2,3,5,5,Medium,"ExplanationWrongA is generic: ""This is the correct choice""; Generic distractor explanation (no specific rationale); All 3 wrong-answer explanations are identical text; No business context in stem (may lack realism)"
P1-AD-074,A,"A.074 statement of retained earnings prior period adjustment",Moderate,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism)"
P1-AD-075,A,"A.075 statement of retained earnings prior period adjustment",Difficult,B,4.4,5,5,5,5,2,3,5,5,Medium,"Generic distractor explanation (no specific rationale); No business context in stem (may lack realism)"
P1-BD-001,B,"B.001 flexible budget variance analysis",Difficult,B,4.4,5,5,5,5,2,3,5,5,Medium,"ExplanationWrongA is generic: ""This is the correct choice""; Generic distractor explanation (no specific rationale); All 3 wrong-answer explanations are identical text; No business context in stem (may lack realism); No time/year reference in stem"
P1-BD-002,B,"B.002 flexible budget variance analysis",Moderate,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1-BD-003,B,"B.003 flexible budget variance analysis",Easy,B,4.4,5,5,5,5,2,3,5,5,Medium,"Generic distractor explanation (no specific rationale); No business context in stem (may lack realism); No time/year reference in stem"
P1-BD-004,B,"B.004 flexible budget variance analysis",Moderate,B,4.4,5,5,5,5,2,3,5,5,Medium,"Generic distractor explanation (no specific rationale); No business context in stem (may lack realism); No time/year reference in stem"
P1-BD-005,B,"B.005 flexible budget variance analysis",Difficult,B,4.4,5,5,5,5,2,3,5,5,Medium,"ExplanationWrongA is generic: ""This is the correct choice""; Generic distractor explanation (no specific rationale); All 3 wrong-answer explanations are identical text; No business context in stem (may lack realism); No time/year reference in stem"
P1-BD-006,B,"B.006 flexible budget variance analysis",Easy,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1-BD-007,B,"B.007 flexible budget variance analysis",Difficult,B,4.4,5,5,5,5,2,3,5,5,Medium,"Generic distractor explanation (no specific rationale); No business context in stem (may lack realism); No time/year reference in stem"
P1-BD-008,B,"B.008 incremental budgeting drawback",Moderate,B,4.4,5,5,5,5,2,3,5,5,Medium,"Generic distractor explanation (no specific rationale); No business context in stem (may lack realism)"
P1-BD-009,B,"B.009 incremental budgeting drawback",Difficult,B,4.4,5,5,5,5,2,3,5,5,Medium,"ExplanationWrongA is generic: ""This is the correct choice""; Generic distractor explanation (no specific rationale); All 3 wrong-answer explanations are identical text; No business context in stem (may lack realism)"
P1-BD-010,B,"B.010 incremental budgeting drawback",Easy,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism)"
P1-BD-011,B,"B.011 incremental budgeting drawback",Difficult,B,4.4,5,5,5,5,2,3,5,5,Medium,"Generic distractor explanation (no specific rationale); No business context in stem (may lack realism)"
P1-BD-012,B,"B.012 incremental budgeting drawback",Moderate,B,4.4,5,5,5,5,2,3,5,5,Medium,"Generic distractor explanation (no specific rationale); No business context in stem (may lack realism)"
P1-BD-013,B,"B.013 incremental budgeting drawback",Moderate,B,4.4,5,5,5,5,2,3,5,5,Medium,"ExplanationWrongA is generic: ""This is the correct choice""; Generic distractor explanation (no specific rationale); All 3 wrong-answer explanations are identical text; No business context in stem (may lack realism)"
P1-BD-014,B,"B.014 incremental budgeting drawback",Moderate,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism)"
P1-BD-015,B,"B.015 capital expenditure budget planning",Moderate,B,4.4,5,5,5,5,2,3,5,5,Medium,"Generic distractor explanation (no specific rationale); No business context in stem (may lack realism)"
P1-BD-016,B,"B.016 capital expenditure budget planning",Easy,B,4.4,5,5,5,5,2,3,5,5,Medium,"Generic distractor explanation (no specific rationale); No business context in stem (may lack realism)"
P1-BD-017,B,"B.017 capital expenditure budget planning",Moderate,B,4.4,5,5,5,5,2,3,5,5,Medium,"ExplanationWrongA is generic: ""This is the correct choice""; Generic distractor explanation (no specific rationale); All 3 wrong-answer explanations are identical text; No business context in stem (may lack realism)"
P1-BD-018,B,"B.018 capital expenditure budget planning",Moderate,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism)"
P1-BD-019,B,"B.019 capital expenditure budget planning",Moderate,B,4.4,5,5,5,5,2,3,5,5,Medium,"Generic distractor explanation (no specific rationale); No business context in stem (may lack realism)"
P1-BD-020,B,"B.020 capital expenditure budget planning",Easy,B,4.4,5,5,5,5,2,3,5,5,Medium,"Generic distractor explanation (no specific rationale); No business context in stem (may lack realism)"
P1-BD-021,B,"B.021 capital expenditure budget planning",Moderate,B,4.4,5,5,5,5,2,3,5,5,Medium,"ExplanationWrongA is generic: ""This is the correct choice""; Generic distractor explanation (no specific rationale); All 3 wrong-answer explanations are identical text; No business context in stem (may lack realism)"
P1-BD-022,B,"B.022 direct labor budget calculation",Easy,A,4.6,5,5,5,5,5,3,4,5,Low,"No business context in stem (may lack realism); No time/year reference in stem; Calculation item marked Easy — may be under-calibrated"
P1-BD-023,B,"B.023 direct labor budget calculation",Moderate,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1-BD-024,B,"B.024 direct labor budget calculation",Moderate,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1-BD-025,B,"B.025 direct labor budget calculation",Easy,A,4.6,5,5,5,5,5,3,4,5,Low,"No business context in stem (may lack realism); No time/year reference in stem; Calculation item marked Easy — may be under-calibrated"
P1-BD-026,B,"B.026 direct labor budget calculation",Difficult,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1-BD-027,B,"B.027 direct labor budget calculation",Difficult,A,4.9,5,5,5,5,5,4,5,5,Low,"No time/year reference in stem"
P1-BD-028,B,"B.028 direct labor budget calculation",Moderate,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1-BD-029,B,"B.029 standard cost setting basis",Moderate,B,4.4,5,5,5,5,2,3,5,5,Medium,"ExplanationWrongA is generic: ""This is the correct choice""; Generic distractor explanation (no specific rationale); All 3 wrong-answer explanations are identical text; No business context in stem (may lack realism); No time/year reference in stem"
P1-BD-030,B,"B.030 standard cost setting basis",Easy,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1-BD-031,B,"B.031 standard cost setting basis",Difficult,B,4.4,5,5,5,5,2,3,5,5,Medium,"Generic distractor explanation (no specific rationale); No business context in stem (may lack realism); No time/year reference in stem"
P1-BD-032,B,"B.032 standard cost setting basis",Moderate,B,4.4,5,5,5,5,2,3,5,5,Medium,"Generic distractor explanation (no specific rationale); No business context in stem (may lack realism); No time/year reference in stem"
P1-BD-033,B,"B.033 standard cost setting basis",Moderate,B,4.4,5,5,5,5,2,3,5,5,Medium,"ExplanationWrongA is generic: ""This is the correct choice""; Generic distractor explanation (no specific rationale); All 3 wrong-answer explanations are identical text; No business context in stem (may lack realism); No time/year reference in stem"
P1-BD-034,B,"B.034 standard cost setting basis",Moderate,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1-BD-035,B,"B.035 standard cost setting basis",Difficult,B,4.4,5,5,5,5,2,3,5,5,Medium,"Generic distractor explanation (no specific rationale); No business context in stem (may lack realism); No time/year reference in stem"
P1-BD-036,B,"B.036 operating budget vs financial budget",Moderate,B,4.3,5,5,5,4,2,3,5,5,Medium,"Answer length variance high (ratio 3x) — may give clues; Generic distractor explanation (no specific rationale); No business context in stem (may lack realism); No time/year reference in stem"
P1-BD-037,B,"B.037 operating budget vs financial budget",Easy,B,4.3,5,5,5,4,2,3,5,5,Medium,"Answer length variance high (ratio 3x) — may give clues; ExplanationWrongA is generic: ""This is the correct choice""; Generic distractor explanation (no specific rationale); All 3 wrong-answer explanations are identical text; No business context in stem (may lack realism)"
P1-BD-038,B,"B.038 operating budget vs financial budget",Easy,A,4.6,5,5,5,4,5,3,5,5,Low,"Answer length variance high (ratio 3x) — may give clues; No business context in stem (may lack realism); No time/year reference in stem"
P1-BD-039,B,"B.039 operating budget vs financial budget",Moderate,B,4.3,5,5,5,4,2,3,5,5,Medium,"Answer length variance high (ratio 3x) — may give clues; Generic distractor explanation (no specific rationale); No business context in stem (may lack realism); No time/year reference in stem"
P1-BD-040,B,"B.040 operating budget vs financial budget",Moderate,B,4.3,5,5,5,4,2,3,5,5,Medium,"Answer length variance high (ratio 3x) — may give clues; Generic distractor explanation (no specific rationale); No business context in stem (may lack realism); No time/year reference in stem"
P1-BD-041,B,"B.041 operating budget vs financial budget",Difficult,B,4.3,5,5,5,4,2,3,5,5,Medium,"Answer length variance high (ratio 3x) — may give clues; ExplanationWrongA is generic: ""This is the correct choice""; Generic distractor explanation (no specific rationale); All 3 wrong-answer explanations are identical text; No business context in stem (may lack realism)"
P1-BD-042,B,"B.042 operating budget vs financial budget",Moderate,A,4.6,5,5,5,4,5,3,5,5,Low,"Answer length variance high (ratio 3x) — may give clues; No business context in stem (may lack realism); No time/year reference in stem"
P1-BD-043,B,"B.043 time series forecasting components",Moderate,B,4.3,5,5,4,5,2,3,5,5,Medium,"Uses absolute language: ""every""; Generic distractor explanation (no specific rationale); No business context in stem (may lack realism)"
P1-BD-044,B,"B.044 time series forecasting components",Moderate,B,4.3,5,5,4,5,2,3,5,5,Medium,"Uses absolute language: ""every""; Generic distractor explanation (no specific rationale); No business context in stem (may lack realism)"
P1-BD-045,B,"B.045 time series forecasting components",Moderate,B,4.3,5,5,4,5,2,3,5,5,Medium,"Uses absolute language: ""every""; ExplanationWrongA is generic: ""This is the correct choice""; Generic distractor explanation (no specific rationale); All 3 wrong-answer explanations are identical text; No business context in stem (may lack realism)"
P1-BD-046,B,"B.046 time series forecasting components",Difficult,A,4.6,5,5,4,5,5,3,5,5,Low,"Uses absolute language: ""every""; No business context in stem (may lack realism)"
P1-BD-047,B,"B.047 time series forecasting components",Moderate,B,4.3,5,5,4,5,2,3,5,5,Medium,"Uses absolute language: ""every""; Generic distractor explanation (no specific rationale); No business context in stem (may lack realism)"
P1-BD-048,B,"B.048 time series forecasting components",Moderate,B,4.3,5,5,4,5,2,3,5,5,Medium,"Uses absolute language: ""every""; Generic distractor explanation (no specific rationale); No business context in stem (may lack realism)"
P1-BD-049,B,"B.049 time series forecasting components",Easy,B,4.3,5,5,4,5,2,3,5,5,Medium,"Uses absolute language: ""every""; ExplanationWrongA is generic: ""This is the correct choice""; Generic distractor explanation (no specific rationale); All 3 wrong-answer explanations are identical text; No business context in stem (may lack realism)"
P1-BD-050,B,"B.050 direct materials purchases budget",Moderate,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1-BD-051,B,"B.051 direct materials purchases budget",Easy,A,4.6,5,5,5,5,5,3,4,5,Low,"No business context in stem (may lack realism); No time/year reference in stem; Calculation item marked Easy — may be under-calibrated"
P1-BD-052,B,"B.052 direct materials purchases budget",Difficult,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
P1-BD-053,B,"B.053 direct materials purchases budget",Difficult,A,4.8,5,5,5,5,5,3,5,5,Low,"No business context in stem (may lack realism); No time/year reference in stem"
